ProtocolID,Creator,Laboratory,Date,Comments,Pipette1,Pipette2,PCRModule,TempBlockModule,MagModule
P01,JY,GOODARZI,09/28/20,FOR QUICK RNA MAGPREP FROM ZYMO. GENERAL RNA EXTRACTION,P20.GEN2,P300.GEN2,FALSE,FALSE,TRUE
